,bm_name,compiler,git_hash,hostname,nt_stores_instruction_set,tag,access_size,explicit_hugepages_size,flush_instruction,memory_region_size,min_io_chunk_size,numa_memory_nodes,numa_task_nodes,number_partitions,number_threads,operation,percentage_pages_first_node,run_time,transparent_huge_pages,accessed_bytes,bandwidth,execution_time,thread_bandwidth_avg,thread_bandwidth_std_dev,number_operations,random_distribution,bandwidth_gb
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,65536,0,none,7516192768,67108864,8,0,1,1,write,-1,10,False,150055419904,13.973434009826608,10.001120691,13.973434009826608,0.0,110000000.0,uniform,15.003860521254857
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,64,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,70262980608,6.5330443179154525,10.016386973,3.2665221589577262,0.024471002462327,110000000.0,uniform,7.014802922191374
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,128,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,193072201728,17.969548874879486,10.006511641,8.984774437439743,0.048868916409607006,110000000.0,uniform,19.294656185370247
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,256,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,295010566144,27.46875334179004,10.002274096,13.73437667089502,0.052870589420277,110000000.0,uniform,29.494349316219736
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,512,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,238437793792,22.198319557105282,10.003572542,11.099159778552641,0.047895023265801,110000000.0,uniform,23.8352641309811
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,1024,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,284877127680,26.521498729171952,10.003676742,13.260749364585976,0.015353855368113001,110000000.0,uniform,28.477242420674777
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,2048,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,296218525696,27.577628805632294,10.003579421,13.788814402816147,0.061831351170076,110000000.0,uniform,29.611253455354564
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,4096,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,325746425856,30.331932149206963,10.00183564,15.165966074603482,0.034897453232314,110000000.0,uniform,32.56866415133373
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,8192,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,346147520512,32.232499559608826,10.001551366,16.116249779804413,0.187284629337772,110000000.0,uniform,34.60938286921358
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,16384,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,345543540736,32.17795375477327,10.00102438,16.088976877386635,0.032028030780518,110000000.0,uniform,34.5508147572379
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,32768,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,345744867328,32.1861815388661,10.00429329,16.09309076943305,0.48953023349061003,110000000.0,uniform,34.55964927313722
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,65536,0,none,7516192768,67108864,8,0,1,2,write,-1,10,False,297292267520,27.67388988686242,10.004918034,13.83694494343121,0.48650941691154204,110000000.0,uniform,29.714613004294808
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,64,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,104421392384,9.706708917471627,10.018843753,3.235569639157209,0.003653390090303,110000000.0,uniform,10.42249933808305
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,128,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,288501006336,26.851608456767565,10.006383805,8.950536152255856,0.043874212955403,110000000.0,uniform,28.831695041703433
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,256,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,354401910784,32.99337559222275,10.003902119,10.99779186407425,2.504057270421192,110000000.0,uniform,35.42636728831034
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,512,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,349502963712,32.53879542523541,10.003443451,10.846265141745137,0.14284133273614802,110000000.0,uniform,34.93826555065513
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,1024,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,354267693056,32.97877863046089,10.004539698,10.992926210153628,1.864922232270332,110000000.0,uniform,35.4106939199633
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,2048,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,354334801920,32.989337390902406,10.003232138,10.99644579696747,2.090707559779412,110000000.0,uniform,35.42203130265895
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,4096,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,353797931008,32.93695839723238,10.003959565,10.978986132410794,2.652172655044966,110000000.0,uniform,35.36578978645642
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,8192,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,353261060096,32.88304459792159,10.005156275,10.961014865973864,6.695278647478975,110000000.0,uniform,35.30790028524568
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,16384,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,352791298048,32.84335054088728,10.003927571,10.947783513629092,4.346050560021961,110000000.0,uniform,35.26527911604369
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,32768,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,354133475328,32.96226596305446,10.005759324,10.98742198768482,4.055322795497977,110000000.0,uniform,35.39296357834322
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,65536,0,none,7516192768,67108864,8,0,1,3,write,-1,10,False,354066366464,32.96520308777694,10.002971895,10.98840102925898,2.42469924850788,110000000.0,uniform,35.39611729200005
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,64,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,138512695296,12.878764375421058,10.016488868,3.219691093855264,0.023043656850439003,110000000.0,uniform,13.828467951330829
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,128,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,353462386688,32.898156740824945,10.0062597,8.224539185206236,0.831009470560477,110000000.0,uniform,35.32412682513127
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,256,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,353462386688,32.906128462845146,10.003835619,8.226532115711287,5.264538429182128,110000000.0,uniform,35.33268639647367
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,512,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,354066366464,32.954931010543895,10.006089829,8.238732752635974,3.262318070536863,110000000.0,uniform,35.38508773305557
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,1024,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,354133475328,32.96479177389838,10.004992668,8.241197943474594,4.4674731503611085,110000000.0,uniform,35.39567564708584
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,2048,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,353999257600,32.95357179243991,10.004605937,8.238392948109977,4.319027234748531,110000000.0,uniform,35.38362828372938
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,4096,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,353932148736,32.94904991446309,10.004082086,8.237262478615772,4.450147042067768,110000000.0,uniform,35.37877295422264
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,8192,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,350778032128,32.653169527098875,10.004771504,8.163292381774719,5.702196923817549,110000000.0,uniform,35.06107380740836
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,16384,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,354133475328,32.96478829784869,10.004993723,8.241197074462173,5.823234266039315,110000000.0,uniform,35.395671914705915
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,32768,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,354133475328,32.96633075405731,10.004525601,8.241582688514328,5.497450150764989,110000000.0,uniform,35.3973281144488
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,65536,0,none,7516192768,67108864,8,0,1,4,write,-1,10,False,353797931008,32.93062601041892,10.005883274,8.23265650260473,4.36077274122542,110000000.0,uniform,35.358990437889055
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,64,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,168309030912,15.647551978136987,10.017541416,3.129510395627397,0.035040632621581004,110000000.0,uniform,16.801431002139616
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,128,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,353395277824,32.890954812940734,10.00655049,6.578190962588147,3.014746587460009,110000000.0,uniform,35.316393813948565
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,256,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,354133475328,32.96261441782955,10.005653551,6.59252288356591,3.944886993809647,110000000.0,uniform,35.393337728809
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,512,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,353395277824,32.893911364510885,10.005651087,6.578782272902177,3.991185979898053,110000000.0,uniform,35.31956838702425
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,1024,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,352187318272,32.78065611515805,10.005901006,6.556131223031611,5.547183699308393,110000000.0,uniform,35.197961489006566
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,2048,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,352455753728,32.80873081968463,10.004958796,6.561746163936926,5.497721556150619,110000000.0,uniform,35.22810647345319
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,4096,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,352589971456,32.81967165857802,10.005432212,6.563934331715603,4.530810969100745,110000000.0,uniform,35.23985410976267
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,8192,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,351113576448,32.685663623409745,10.004386136,6.537132724681949,5.7400353630197145,110000000.0,uniform,35.09596407765043
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,16384,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,352187318272,32.777977732158305,10.006718617,6.555595546431661,5.600309168152469,110000000.0,uniform,35.19508559715904
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,32768,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,353865039872,32.93911499332659,10.005202024,6.5878229986653185,5.113818946167725,110000000.0,uniform,35.368105413880244
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,65536,0,none,7516192768,67108864,8,0,1,5,write,-1,10,False,353328168960,32.887115713708084,10.005818171,6.577423142741617,4.017252239242877,110000000.0,uniform,35.31227161253598
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,64,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,174013284352,16.1750921093184,10.019262883,2.6958486848864,0.5953407052373361,110000000.0,uniform,17.367872904827546
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,128,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,352455753728,32.8017936035532,10.007074734,5.4669656005922,3.750397118162708,110000000.0,uniform,35.22065769435075
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,256,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,350845140992,32.64785639263196,10.008314055,5.441309398771993,5.762606753393261,110000000.0,uniform,35.0553688727147
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,512,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,352925515776,32.84387775178021,10.007572872,5.473979625296702,4.261048186088059,110000000.0,uniform,35.2658452044295
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,1024,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,352388644864,32.79832168996903,10.006228462,5.466386948328171,4.395692689956407,110000000.0,uniform,35.21692975552611
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,2048,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,352724189184,32.823122936769586,10.008188454,5.470520489461598,4.565311485799049,110000000.0,uniform,35.24355989150322
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,4096,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,350845140992,32.65846381467332,10.005063369,5.443077302445553,4.847067389510317,110000000.0,uniform,35.06675850540533
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,8192,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,350174052352,32.59442691504588,10.005544839,5.43240448584098,4.556895936087097,110000000.0,uniform,34.997999407996055
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,16384,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,352455753728,32.806082651290836,10.005766415,5.467680441881806,5.204930900055476,110000000.0,uniform,35.22526302429178
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,32768,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,351180685312,32.68834545237248,10.005477349,5.4480575753954135,5.493414972071212,110000000.0,uniform,35.09884366957254
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,65536,0,none,7516192768,67108864,8,0,1,6,write,-1,10,False,351247794176,32.684759179983764,10.008487387,5.447459863330628,5.522174316641506,110000000.0,uniform,35.09499293891651
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,64,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,173946175488,16.16505605812985,10.021616963,2.309293722589978,0.718508252312082,110000000.0,uniform,17.357096776918596
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,128,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,351113576448,32.67650232391122,10.007191001,4.668071760558746,3.358928296111655,110000000.0,uniform,35.08612720721668
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,256,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,352187318272,32.77490526123107,10.007656693,4.68212932303301,4.406572778636599,110000000.0,uniform,35.191786556621445
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,512,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,351784665088,32.739432784390985,10.007045698,4.6770618263415695,3.6635576488671733,110000000.0,uniform,35.15369827463738
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,1024,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,351382011904,32.698207278605516,10.008193942,4.671172468372217,4.944098813976737,110000000.0,uniform,35.109432724859964
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,2048,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,347691024384,32.35243952496569,10.008905194,4.621777074995099,4.369780531539292,110000000.0,uniform,34.738167426386354
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,4096,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,352120209408,32.76483424414703,10.008825241,4.680690606306719,3.9580278393285013,110000000.0,uniform,35.180972884368096
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,8192,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,351247794176,32.683866292271574,10.008760808,4.669123756038796,4.95650859910436,110000000.0,uniform,35.0940342080358
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,16384,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,350442487808,32.614064009767915,10.007185854,4.659152001395417,4.823185165720258,110000000.0,uniform,35.019084577900955
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,32768,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,350509596672,32.61548347161759,10.008666598,4.659354781659656,4.592152206503782,110000000.0,uniform,35.020608713456525
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,65536,0,none,7516192768,67108864,8,0,1,7,write,-1,10,False,351247794176,32.67833835591993,10.010453911,4.668334050845703,4.5461540575402815,110000000.0,uniform,35.088098631574624
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,64,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,172134236160,15.99878733578095,10.020290703,1.999848416972618,1.111226965974404,110000000.0,uniform,17.17856709570954
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,128,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,351449120768,32.70299245285294,10.008640661,4.087874056606617,3.250835303757107,110000000.0,uniform,35.11457076658455
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,256,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,349704290304,32.54092592359223,10.008550487,4.067615740449029,4.49456776305735,110000000.0,uniform,34.940553155846814
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,512,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,349972725760,32.5685429834105,10.007739682,4.071067872926313,3.9851247837772292,110000000.0,uniform,34.9702067480296
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,1024,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,350912249856,32.65236070957894,10.008847535,4.081545088697368,4.2355508228866094,110000000.0,uniform,35.06020534620923
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,2048,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,350979358720,32.65311656539999,10.010529909,4.081639570674999,3.91499787729796,110000000.0,uniform,35.0610169402172
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,4096,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,350912249856,32.64932529383174,10.00977806,4.081165661728967,3.879707865623707,110000000.0,uniform,35.056946093368225
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,8192,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,350778032128,32.63545745697903,10.010201341,4.079432182122379,4.033844533257461,110000000.0,uniform,35.04205561693107
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,16384,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,349033201664,32.470873175253715,10.010894941,4.058859146906714,3.9793487235734832,110000000.0,uniform,34.8653345900696
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,32768,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,351113576448,32.66760424249297,10.009916784,4.083450530311621,4.084908434055504,110000000.0,uniform,35.07657296504454
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,65536,0,none,7516192768,67108864,8,0,1,8,write,-1,10,False,351180685312,32.68003812900564,10.008020759,4.085004766125705,4.051460200500945,110000000.0,uniform,35.08992374902806
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,64,0,none,7516192768,67108864,8,0,1,9,write,-1,10,False,172872433664,16.05637266785114,10.02717135,1.7840414075390152,1.176258225338986,110000000.0,uniform,17.240398875202228
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,128,0,none,7516192768,67108864,8,0,1,9,write,-1,10,False,351314903040,32.68216207117688,10.011195076,3.631351341241876,3.286618546301603,110000000.0,uniform,35.09220431456909
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,256,0,none,7516192768,67108864,8,0,1,9,write,-1,10,False,349570072576,32.51896499695895,10.011465618,3.613218332995439,4.400521687489236,110000000.0,uniform,34.91697279042686
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,512,0,none,7516192768,67108864,8,0,1,9,write,-1,10,False,350241161216,32.58171184306532,10.011367775,3.620190204785035,3.972187410786516,110000000.0,uniform,34.98434670341536
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,1024,0,none,7516192768,67108864,8,0,1,9,write,-1,10,False,350576705536,32.608236134192055,10.012807766,3.623137348243562,4.131466125142831,110000000.0,uniform,35.012826944150085
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,2048,0,none,7516192768,67108864,8,0,1,9,write,-1,10,False,350509596672,32.60933207936205,10.010554623,3.623259119929116,3.978189613576598,110000000.0,uniform,35.01400370631592
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,4096,0,none,7516192768,67108864,8,0,1,9,write,-1,10,False,350643814400,32.62309795113868,10.01016214,3.624788661237631,3.035663259510988,110000000.0,uniform,35.028784698586314
1,random_writes,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,none,,8192,0,none,7516192768,67108864,8,0,1,9,write,-1,10,False,350710923264,32.632581881124466,10.009168174,3.625842431236051,4.033002453566111,110000000.0,uniform,35.03896799086794
