hostname,device_type,device_codename,benchmark,memory_operation,cpu_node,memory_type,memory_node,page_type,warm_up,range_bytes,item_bytes,tile_size,threads,grid_size,block_size,warp_aligned,throttle_reasons,clock_rate_mhz,memory_accesses,cycles,ns
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,134217664,34829402,68318346
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,134217664,34716307,68168815
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,134217664,34772444,68233705
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,0,Default,true,1073741824,16,,64,,,,,0,67108800,34613932,68230838
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,67108800,28084875,55099589
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,67108800,27933472,54844293
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,67108800,28064111,55135844
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,67108800,27971507,54780323
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,true,1073741824,4,,64,,,,,0,110715000,100050294,195962274
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,110859000,100050141,195645127
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,110416000,100052087,196012505
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,110748000,100053533,196461765
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,110457000,100050366,195827944
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,true,1073741824,8,,64,,,,,0,110302000,100051058,196111896
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,110082000,100051021,195991639
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,109500000,100057307,195950519
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,110171000,100058614,196427380
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,110492000,100053359,196630414
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,true,1073741824,16,,64,,,,,0,112576000,100044544,196183706
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,111776000,100056050,195808680
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,112664000,100056220,196420218
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,112161000,100044876,196160308
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,112717000,100054985,195970719
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,true,1073741824,4,,64,,,,,0,165323000,100034265,195846110
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,165621000,100037425,195500405
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,165519000,100035506,195496418
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,165618000,100029492,195566123
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,165488000,100035216,195561099
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,true,1073741824,8,,64,,,,,0,170179000,100034225,195931154
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,172796000,100034271,195496765
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,170128000,100032568,195477776
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,170127000,100033341,195569461
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,170122000,100031459,195499372
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,true,1073741824,16,,64,,,,,0,166172000,100033680,196687305
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,166095000,100031985,195698298
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,166003000,100036626,195561854
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,165972000,100036287,195470593
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,166074000,100035184,195486222
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,true,1073741824,4,,64,,,,,0,98707000,100064093,195904385
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,98898000,100096465,195617983
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,99018000,100064414,195584038
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,99027000,100063803,195529736
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,4,,64,,,,,0,98952000,100064863,195563122
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,true,1073741824,8,,64,,,,,0,98668000,100061545,195822439
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,99105000,100069838,195576289
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,98958000,100065504,195542432
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,98998000,100065708,195551821
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,8,,64,,,,,0,98959000,100063659,195561346
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,true,1073741824,16,,64,,,,,0,93984000,100066236,195794487
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,93886000,100070566,195597919
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,93856000,100069633,195549333
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,93944000,100069368,195555676
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,0,Default,false,1073741824,16,,64,,,,,0,94202000,100070232,195554745
