hostname,device_type,device_codename,benchmark,memory_operation,cpu_node,memory_type,memory_node,page_type,warm_up,range_bytes,item_bytes,tile_size,threads,grid_size,block_size,warp_aligned,throttle_reasons,clock_rate_mhz,memory_accesses,cycles,ns
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,8,Default,true,1073741824,16,,64,,,,,0,56787000,100179820,200365097
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,56113000,100196611,198118851
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,56180000,100232202,198484685
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,56022000,100244541,198538665
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,56108000,100197834,198681520
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,true,1073741824,4,,64,,,,,0,62604000,100093966,196543681
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,4,,64,,,,,0,62808000,100076135,195955668
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,4,,64,,,,,0,62655000,100069164,195699979
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,4,,64,,,,,0,63115000,100075048,195571463
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,4,,64,,,,,0,63252000,100076549,195565592
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,true,1073741824,8,,64,,,,,0,63270000,100083264,196331016
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,8,,64,,,,,0,64066000,100084590,195832477
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,8,,64,,,,,0,63466000,100067012,195677657
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,8,,64,,,,,0,63322000,100060364,195536316
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,8,,64,,,,,0,63253000,100078001,195549269
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,true,1073741824,16,,64,,,,,0,62664000,100078196,195779545
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,62785000,100071410,195535620
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,62623000,100068214,195508492
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,63211000,100073413,195546956
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,63172000,100073130,195741538
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,true,1073741824,4,,64,,,,,0,56719000,100111126,196659892
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,4,,64,,,,,0,56792000,100114250,195800321
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,4,,64,,,,,0,56779000,100112622,195698067
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,4,,64,,,,,0,56794000,100110601,195645685
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,4,,64,,,,,0,56767000,100113427,195723076
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,true,1073741824,8,,64,,,,,0,56717000,100109517,195876208
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,8,,64,,,,,0,56770000,100113844,195662289
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,8,,64,,,,,0,56754000,100113534,195647155
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,8,,64,,,,,0,56767000,100113676,195659766
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,8,,64,,,,,0,56771000,100114300,195690824
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,true,1073741824,16,,64,,,,,0,55121000,100116456,195896297
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,55209000,100239726,195877957
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,55200000,100120250,195879631
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,55199000,100114694,195799862
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,16,,64,,,,,0,55189000,100118029,195736953
