hostname,device_type,device_codename,benchmark,memory_operation,cpu_node,memory_type,memory_node,page_type,warm_up,range_bytes,item_bytes,tile_size,threads,grid_size,block_size,warp_aligned,throttle_reasons,clock_rate_mhz,memory_accesses,cycles,ns
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,67108848,33756665,67134366
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,67108848,33732326,66545219
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,67108848,33758995,66709961
gp03,CPU,"POWER9, altivec supported",Sequential,Read,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,67108848,33756021,66475835
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,true,1073741824,4,,16,,,,,0,268435440,381407143,762725594
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,268435440,381681806,746256582
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,268435440,382185891,747927301
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,268435440,381721858,748479121
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,268435440,382860957,750052967
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,true,1073741824,8,,16,,,,,0,134217712,275762441,567992727
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,134217712,276978126,542384539
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,134217712,276049848,539944973
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,134217712,280634939,548204677
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,134217712,275951300,540773263
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,true,1073741824,16,,16,,,,,0,67108848,269000324,663491188
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,67108848,253513372,496504082
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,67108848,253949689,496849389
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,67108848,253441297,496433270
gp03,CPU,"POWER9, altivec supported",Sequential,CompareAndSwap,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,67108848,253522162,496505824
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,true,1073741824,4,,16,,,,,0,20736000,100092789,225785710
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,16882000,100050997,196918462
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,16891000,100063474,197523668
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,16826000,100088574,197488739
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,16854000,100076950,197551823
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,true,1073741824,8,,16,,,,,0,17378000,100067546,211482061
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,17002000,100044231,197551271
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,16866000,100037678,197502674
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,17003000,100086176,197453350
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,17063000,100053451,197580910
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,true,1073741824,16,,16,,,,,0,27230000,100035762,339981249
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,16748000,100045818,197455221
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,16732000,100066841,197470986
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,16754000,100063209,197486369
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Write,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,16806000,100093081,197489421
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,true,1073741824,4,,16,,,,,0,33227000,100040328,220125488
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,32904000,100041967,197372902
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,32901000,100043493,197377158
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,32839000,100041206,197595383
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,32891000,100042080,197531383
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,true,1073741824,8,,16,,,,,0,32972000,100046102,217480186
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,32895000,100042417,196977999
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,32896000,100041187,197381427
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,32893000,100038978,197449710
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,32902000,100038228,197405732
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,true,1073741824,16,,16,,,,,0,33543000,100045082,231256490
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,33342000,100033675,197445179
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,33347000,100047723,197420982
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,33344000,100043040,197522782
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,33357000,100042717,197428001
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,true,1073741824,4,,16,,,,,0,4734000,100311183,199506221
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,4736000,100333285,197784093
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,4736000,100341067,198049754
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,4735000,100310841,197885878
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,4,,16,,,,,0,4736000,100325932,198337951
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,true,1073741824,8,,16,,,,,0,4740000,100325497,198931522
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,4745000,100314615,197322232
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,4746000,100324236,196710131
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,4746000,100310430,196456942
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,8,,16,,,,,0,4746000,100333297,196074825
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,true,1073741824,16,,16,,,,,0,4731000,100332541,233148088
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,4732000,100252159,197543186
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,4733000,100301704,197564862
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,4732000,100307095,197585148
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,255,Default,false,1073741824,16,,16,,,,,0,4735000,100340509,197567748
