hostname,device_type,device_codename,benchmark,memory_operation,cpu_node,memory_type,memory_node,page_type,warm_up,range_bytes,item_bytes,tile_size,threads,grid_size,block_size,warp_aligned,throttle_reasons,clock_rate_mhz,memory_accesses,cycles,ns
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,Read,0,Numa,8,Default,false,1073741824,16,,16,,,,,0,58572000,100026833,198162318
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,true,1073741824,4,,16,,,,,0,14742000,100095692,198134663
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,4,,16,,,,,0,14832000,100099920,196897382
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,4,,16,,,,,0,14834000,100099070,197332233
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,4,,16,,,,,0,14830000,100105275,196730525
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,4,,16,,,,,0,14828000,100088896,197598340
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,true,1073741824,8,,16,,,,,0,14828000,100103142,273065630
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,8,,16,,,,,0,14827000,100085899,197579356
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,8,,16,,,,,0,14830000,100104449,198730019
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,8,,16,,,,,0,14829000,100068051,196795433
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,8,,16,,,,,0,14834000,100104982,198260264
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,true,1073741824,16,,16,,,,,0,14731000,100093847,199506414
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,16,,16,,,,,0,14747000,100099583,197484951
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,16,,16,,,,,0,14748000,100107767,198208995
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,16,,16,,,,,0,14749000,100099963,198109553
gp03,CPU,"POWER9, altivec supported",LinearCongruentialGenerator,CompareAndSwap,0,Numa,8,Default,false,1073741824,16,,16,,,,,0,14743000,100100991,198208542
