,index,bm_name,bm_type,compiler,git_hash,hostname,matrix_args,nt_stores_instruction_set,tag,access_size,exec_mode,flush_instruction,m0_explicit_hugepages_size,m0_node_count_first_partition,m0_numa_nodes,m0_percentage_pages_first_partition,m0_region_size,m0_transparent_huge_pages,m1_explicit_hugepages_size,m1_node_count_first_partition,m1_numa_nodes,m1_percentage_pages_first_partition,m1_region_size,m1_transparent_huge_pages,min_io_chunk_size,numa_task_nodes,number_partitions,number_threads,operation,run_time,thread_cores,thread_pin_mode,accessed_bytes,bandwidth,execution_time,thread_bandwidth_avg,thread_bandwidth_std_dev,thread_op_latency_avg,thread_op_latency_std_dev,threads,number_operations,random_distribution,bandwidth_gb
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,64,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,353663713280,32.91529478586897,10.006746169,8.228823696467243,0.018275284256408002,7.0,0.0,"[{'accessed_bytes': 88248156160, 'bandwidth': 8.213212329468229, 'execution_time': 10.006742393}, {'accessed_bytes': 88248156160, 'bandwidth': 8.214691993086506, 'execution_time': 10.004939938}, {'accessed_bytes': 88583700480, 'bandwidth': 8.24522498820132, 'execution_time': 10.005791245}, {'accessed_bytes': 88583700480, 'bandwidth': 8.245839449562308, 'execution_time': 10.005045636}]",,,35.342528660876646
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,128,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,362924736512,33.77514227549102,10.007359769,8.443785568872755,0.011410377904199001,14.0,0.0,"[{'accessed_bytes': 90596966400, 'bandwidth': 8.436928308675647, 'execution_time': 10.000677606}, {'accessed_bytes': 90664075264, 'bandwidth': 8.437546154970047, 'execution_time': 10.007352665}, {'accessed_bytes': 90798292992, 'bandwidth': 8.455973291803582, 'execution_time': 10.000327234}, {'accessed_bytes': 90865401856, 'bandwidth': 8.45627945850934, 'execution_time': 10.007356121}]",,,36.26578287274524
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,256,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,366817050624,34.14890946823319,10.003979785,8.537227367058298,0.010878867204349002,27.0,0.0,"[{'accessed_bytes': 91603599360, 'bandwidth': 8.52785609662245, 'execution_time': 10.003979785}, {'accessed_bytes': 91603599360, 'bandwidth': 8.530201776390951, 'execution_time': 10.001228838}, {'accessed_bytes': 91804925952, 'bandwidth': 8.547315214784126, 'execution_time': 10.003141086}, {'accessed_bytes': 91804925952, 'bandwidth': 8.548002567724794, 'execution_time': 10.002336724}]",,,36.66711234003158
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,512,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,369165860864,34.35769369179411,10.006856196,8.589423422948528,0.010686691929225,55.0,0.0,"[{'accessed_bytes': 92207579136, 'bandwidth': 8.581616275681714, 'execution_time': 10.006856196}, {'accessed_bytes': 92207579136, 'bandwidth': 8.58225011144775, 'execution_time': 10.006117147}, {'accessed_bytes': 92408905728, 'bandwidth': 8.60048860664661, 'execution_time': 10.006698914}, {'accessed_bytes': 92341796864, 'bandwidth': 8.599804651997408, 'execution_time': 10.000227154}]",,,36.89129269306031
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,1024,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,369232969728,34.36681134109668,10.006019953,8.59170283527417,0.018179767137383,110.5,0.5773502691896251,"[{'accessed_bytes': 92140470272, 'bandwidth': 8.576090801299019, 'execution_time': 10.006015793}, {'accessed_bytes': 92140470272, 'bandwidth': 8.577081618100461, 'execution_time': 10.004859907}, {'accessed_bytes': 92476014592, 'bandwidth': 8.607553660681337, 'execution_time': 10.00574651}, {'accessed_bytes': 92476014592, 'bandwidth': 8.608517933755532, 'execution_time': 10.004625728}]",,,36.90108269445304
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,2048,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,370306711552,34.4811599215403,10.001838708,8.620289980385076,0.018733359731718,220.5,0.5773502691896251,"[{'accessed_bytes': 92408905728, 'bandwidth': 8.604672064911131, 'execution_time': 10.001833812}, {'accessed_bytes': 92408905728, 'bandwidth': 8.60483267993914, 'execution_time': 10.001647121}, {'accessed_bytes': 92744450048, 'bandwidth': 8.637271312694908, 'execution_time': 10.000264768}, {'accessed_bytes': 92744450048, 'bandwidth': 8.637071018275199, 'execution_time': 10.000496675}]",,,37.023863547790384
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,4096,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,370843582464,34.53054169184176,10.002015117,8.63263542296044,0.018562232513277002,441.5,0.5773502691896251,"[{'accessed_bytes': 92543123456, 'bandwidth': 8.61701773385049, 'execution_time': 10.002010285}, {'accessed_bytes': 92543123456, 'bandwidth': 8.617141604487523, 'execution_time': 10.001866507}, {'accessed_bytes': 92878667776, 'bandwidth': 8.64869289277269, 'execution_time': 10.001511335}, {'accessed_bytes': 92878667776, 'bandwidth': 8.64971923011379, 'execution_time': 10.0003246}]",,,37.07688681990622
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,8192,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,371380453376,34.563753650504,10.006870304,8.640938412626,0.018943670296927003,882.5,1.732050807568877,"[{'accessed_bytes': 92677341184, 'bandwidth': 8.625327725778762, 'execution_time': 10.006866144}, {'accessed_bytes': 92677341184, 'bandwidth': 8.6253705885914, 'execution_time': 10.006816416}, {'accessed_bytes': 93012885504, 'bandwidth': 8.658063959544526, 'execution_time': 10.005123594}, {'accessed_bytes': 93012885504, 'bandwidth': 8.658179435991295, 'execution_time': 10.004990153}]",,,37.112547888978824
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,16384,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,373326610432,34.7462377145312,10.006479057,8.6865594286328,0.010656474443561001,1755.5,1.732050807568877,"[{'accessed_bytes': 93214212096, 'bandwidth': 8.68094092638354, 'execution_time': 10.000356037}, {'accessed_bytes': 93281320960, 'bandwidth': 8.68188076640658, 'execution_time': 10.006472369}, {'accessed_bytes': 93415538688, 'bandwidth': 8.698778063508106, 'execution_time': 10.001404722}, {'accessed_bytes': 93415538688, 'bandwidth': 8.69830374030828, 'execution_time': 10.001950104}]",,,37.30848866073832
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,32768,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,373796372480,34.78857399472883,10.006877547,8.697143498682207,0.009944213783332,3508.25,3.947573094109004,"[{'accessed_bytes': 93281320960, 'bandwidth': 8.683938743641443, 'execution_time': 10.004100969}, {'accessed_bytes': 93482647552, 'bandwidth': 8.701447251851945, 'execution_time': 10.005519482}, {'accessed_bytes': 93482647552, 'bandwidth': 8.700269745176795, 'execution_time': 10.006873643}, {'accessed_bytes': 93549756416, 'bandwidth': 8.706838904765931, 'execution_time': 10.006501895}]",,,37.3539468954591
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,65536,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,4,write,10,[],all-numa,423993802752,39.46683196602252,10.005236811,9.86670799150563,0.011535131393385,6184.5,6.95221787153807,"[{'accessed_bytes': 105897787392, 'bandwidth': 9.85734269054822, 'execution_time': 10.005231947}, {'accessed_bytes': 105897787392, 'bandwidth': 9.85951843429978, 'execution_time': 10.003024048}, {'accessed_bytes': 106099113984, 'bandwidth': 9.877760331490187, 'execution_time': 10.003532854}, {'accessed_bytes': 106099113984, 'bandwidth': 9.878439357786448, 'execution_time': 10.002845229}]",,,42.37718814269853
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,64,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,8,write,10,[],all-numa,704643072000,65.58379283070002,10.006283133,8.197974103837502,0.009816676676332,7.0,0.0,"[{'accessed_bytes': 87912611840, 'bandwidth': 8.18263480663679, 'execution_time': 10.005945754}, {'accessed_bytes': 87912611840, 'bandwidth': 8.18530492795127, 'execution_time': 10.002681723}, {'accessed_bytes': 88113938432, 'bandwidth': 8.201609995736021, 'execution_time': 10.005657431}, {'accessed_bytes': 88113938432, 'bandwidth': 8.201106976740164, 'execution_time': 10.006271133}, {'accessed_bytes': 88181047296, 'bandwidth': 8.207773064697419, 'execution_time': 10.005759096}, {'accessed_bytes': 88181047296, 'bandwidth': 8.207344896907822, 'execution_time': 10.006281085}, {'accessed_bytes': 88113938432, 'bandwidth': 8.203698086301102, 'execution_time': 10.003110687}, {'accessed_bytes': 88113938432, 'bandwidth': 8.2042301374099, 'execution_time': 10.002461977}]",,,70.42006133887396
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,128,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,8,write,10,[],all-numa,718400389120,66.85792890657407,10.007227429,8.35724111332176,0.009972442695444,14.0,0.0,"[{'accessed_bytes': 89657442304, 'bandwidth': 8.34437204731903, 'execution_time': 10.006744609}, {'accessed_bytes': 89657442304, 'bandwidth': 8.345838631325003, 'execution_time': 10.00498616}, {'accessed_bytes': 89858768896, 'bandwidth': 8.362709844653727, 'execution_time': 10.007222725}, {'accessed_bytes': 89791660032, 'bandwidth': 8.361346764592032, 'execution_time': 10.001379246}, {'accessed_bytes': 89858768896, 'bandwidth': 8.366939858579764, 'execution_time': 10.002163445}, {'accessed_bytes': 89858768896, 'bandwidth': 8.36807805672097, 'execution_time': 10.000802984}, {'accessed_bytes': 89858768896, 'bandwidth': 8.36487957941997, 'execution_time': 10.004626989}, {'accessed_bytes': 89858768896, 'bandwidth': 8.36640098651102, 'execution_time': 10.002807675}]",,,71.78815453300717
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,256,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,8,write,10,[],all-numa,726319235072,67.60725100861248,10.00539868,8.45090637607656,0.009863670365662,28.0,0.0,"[{'accessed_bytes': 90596966400, 'bandwidth': 8.437386785456635, 'execution_time': 10.000134182}, {'accessed_bytes': 90664075264, 'bandwidth': 8.439197053189805, 'execution_time': 10.005395}, {'accessed_bytes': 90798292992, 'bandwidth': 8.455889325879049, 'execution_time': 10.000426536}, {'accessed_bytes': 90798292992, 'bandwidth': 8.454622715938381, 'execution_time': 10.001924727}, {'accessed_bytes': 90865401856, 'bandwidth': 8.461262284860718, 'execution_time': 10.001462802}, {'accessed_bytes': 90865401856, 'bandwidth': 8.460849424496956, 'execution_time': 10.001950839}, {'accessed_bytes': 90865401856, 'bandwidth': 8.45823532645293, 'execution_time': 10.005042037}, {'accessed_bytes': 90865401856, 'bandwidth': 8.458824256829788, 'execution_time': 10.004345454}]",,,72.59273301361341
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,512,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,8,write,10,[],all-numa,730949746688,68.03221028413594,10.006289626,8.504026285516993,0.010482477102238002,56.0,0.0,"[{'accessed_bytes': 91200946176, 'bandwidth': 8.492366399038406, 'execution_time': 10.001629229}, {'accessed_bytes': 91402272768, 'bandwidth': 8.509916367265115, 'execution_time': 10.003036026}, {'accessed_bytes': 91402272768, 'bandwidth': 8.50887447919978, 'execution_time': 10.00426087}, {'accessed_bytes': 91469381632, 'bandwidth': 8.514446473500437, 'execution_time': 10.005054382}, {'accessed_bytes': 91469381632, 'bandwidth': 8.513865094128844, 'execution_time': 10.005737589}, {'accessed_bytes': 91402272768, 'bandwidth': 8.512124485074702, 'execution_time': 10.000441153}, {'accessed_bytes': 91402272768, 'bandwidth': 8.511786966754617, 'execution_time': 10.000837701}, {'accessed_bytes': 91200946176, 'bandwidth': 8.48841110688035, 'execution_time': 10.006289626}]",,,73.04902956123969
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,1024,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,8,write,10,[],all-numa,734774951936,68.38618202890143,10.006590216,8.548272753612679,0.009587955869431002,111.0,0.0,"[{'accessed_bytes': 91670708224, 'bandwidth': 8.53594244828865, 'execution_time': 10.001824698}, {'accessed_bytes': 91670708224, 'bandwidth': 8.537166862674685, 'execution_time': 10.00039022}, {'accessed_bytes': 91872034816, 'bandwidth': 8.552622141042853, 'execution_time': 10.004241809}, {'accessed_bytes': 91872034816, 'bandwidth': 8.553056647876062, 'execution_time': 10.00373358}, {'accessed_bytes': 91939143680, 'bandwidth': 8.55814332223942, 'execution_time': 10.005090681}, {'accessed_bytes': 91939143680, 'bandwidth': 8.557942331739948, 'execution_time': 10.005325659}, {'accessed_bytes': 91872034816, 'bandwidth': 8.556123744982406, 'execution_time': 10.000147561}, {'accessed_bytes': 91939143680, 'bandwidth': 8.556860843875691, 'execution_time': 10.006590216}]",,,73.42910382810865
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,2048,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,8,write,10,[],all-numa,736721108992,68.58095766986844,10.004599284,8.572619708733555,0.009444089918241002,222.0,0.0,"[{'accessed_bytes': 91939143680, 'bandwidth': 8.561909640918822, 'execution_time': 10.000689518}, {'accessed_bytes': 92140470272, 'bandwidth': 8.577306919374248, 'execution_time': 10.004597108}, {'accessed_bytes': 92140470272, 'bandwidth': 8.57766465969062, 'execution_time': 10.004179856}, {'accessed_bytes': 92140470272, 'bandwidth': 8.581243183060415, 'execution_time': 10.000007944}, {'accessed_bytes': 92140470272, 'bandwidth': 8.58108990346378, 'execution_time': 10.000186569}, {'accessed_bytes': 92140470272, 'bandwidth': 8.580073262686192, 'execution_time': 10.001371477}, {'accessed_bytes': 92140470272, 'bandwidth': 8.580911559409094, 'execution_time': 10.000394411}, {'accessed_bytes': 91939143680, 'bandwidth': 8.558770880192595, 'execution_time': 10.004357074}]",,,73.63824258011134
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,4096,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,8,write,10,[],all-numa,737929068544,68.679911940003,10.006564956,8.584988992500374,0.00923321472955,443.5,0.534522483824848,"[{'accessed_bytes': 92073361408, 'bandwidth': 8.573317120434474, 'execution_time': 10.001962927}, {'accessed_bytes': 92073361408, 'bandwidth': 8.574088534947927, 'execution_time': 10.001063046}, {'accessed_bytes': 92274688000, 'bandwidth': 8.589587819877453, 'execution_time': 10.004845611}, {'accessed_bytes': 92274688000, 'bandwidth': 8.590332639398158, 'execution_time': 10.003978147}, {'accessed_bytes': 92341796864, 'bandwidth': 8.594360205508197, 'execution_time': 10.006562204}, {'accessed_bytes': 92341796864, 'bandwidth': 8.594959897466708, 'execution_time': 10.005864021}, {'accessed_bytes': 92274688000, 'bandwidth': 8.592105527709894, 'execution_time': 10.001913934}, {'accessed_bytes': 92274688000, 'bandwidth': 8.592346014957329, 'execution_time': 10.001633995}]",,,73.7444939186182
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,8192,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,8,write,10,[],all-numa,738331721728,68.7140181854289,10.007055593,8.589252273178612,0.009634132878347001,887.5,0.9258200997725511,"[{'accessed_bytes': 92140470272, 'bandwidth': 8.577618594831407, 'execution_time': 10.004233582}, {'accessed_bytes': 92140470272, 'bandwidth': 8.579025001555063, 'execution_time': 10.002593533}, {'accessed_bytes': 92341796864, 'bandwidth': 8.594257628164986, 'execution_time': 10.006681638}, {'accessed_bytes': 92274688000, 'bandwidth': 8.59338409370529, 'execution_time': 10.0004258}, {'accessed_bytes': 92408905728, 'bandwidth': 8.600184729179949, 'execution_time': 10.007052489}, {'accessed_bytes': 92341796864, 'bandwidth': 8.599385843042292, 'execution_time': 10.000714187}, {'accessed_bytes': 92341796864, 'bandwidth': 8.597383669993699, 'execution_time': 10.00304317}, {'accessed_bytes': 92341796864, 'bandwidth': 8.598158624367716, 'execution_time': 10.002141593}]",,,73.7811152207916
0,0,sequential_writes,single,gcc 12.3,af31544015912fb3c6bf350088c63bd4c9f39ac3-dirty,ga01,"['access_size', 'flush_instruction', 'number_threads']",none,,16384,sequential,none,0,18446744073709551615,1,18446744073709551615,7516192768,False,0,18446744073709551615,,18446744073709551615,0,False,67108864,0,1,8,write,10,[],all-numa,738935701504,68.76971086246469,10.007130921,8.596213857808086,0.009259190695065,1774.125,1.885091888628092,"[{'accessed_bytes': 92207579136, 'bandwidth': 8.585785983483817, 'execution_time': 10.001996342}, {'accessed_bytes': 92408905728, 'bandwidth': 8.601059723194066, 'execution_time': 10.006034462}, {'accessed_bytes': 92408905728, 'bandwidth': 8.600658716928521, 'execution_time': 10.006500994}, {'accessed_bytes': 92476014592, 'bandwidth': 8.606364686996207, 'execution_time': 10.007128809}, {'accessed_bytes': 92408905728, 'bandwidth': 8.605238893895729, 'execution_time': 10.001174989}, {'accessed_bytes': 92408905728, 'bandwidth': 8.60343088111015, 'execution_time': 10.003276738}, {'accessed_bytes': 92408905728, 'bandwidth': 8.603335517713681, 'execution_time': 10.003387619}, {'accessed_bytes': 92207579136, 'bandwidth': 8.583531016458938, 'execution_time': 10.004623952}]",,,73.84091477741545
